"CONTACT_ID","AGE","FAMILYSIZE","YEAREXPERIENCE","ANNUALINCOME","EDUCATIONLEVEL_ID","NETPRICE_PRO11_AMT","NETPRICE_PRO12_AMT","NETPRICE_PRO13_AMT","NETPRICE_PRO14_AMT","NETPRICE_PRO15_AMT","NETPRICE_PRO16_AMT","NETPRICE_PRO17_AMT"
507,40,3,15,82,1,309.0,0.0,0.0,10.0,0.0,0.0,0.0
508,58,2,34,92,1,103.0,0.0,0.0,28.0,0.0,0.0,0.0
509,39,3,14,39,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
510,65,3,40,81,2,0.0,0.0,0.0,18.0,0.0,1.0,0.0
511,54,1,29,35,2,0.0,0.0,0.0,15.0,0.0,1.0,0.0
512,58,2,33,61,3,193.0,0.0,0.0,23.0,0.0,1.0,0.0
513,41,3,16,73,1,0.0,0.0,0.0,30.0,0.0,1.0,0.0
514,32,1,7,112,1,366.0,0.0,0.0,46.0,0.0,0.0,0.0
515,54,2,29,12,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
516,52,3,26,38,3,0.0,0.0,0.0,9.0,0.0,1.0,0.0
517,58,2,32,73,2,0.0,0.0,0.0,7.0,1.0,1.0,0.0
518,37,1,13,84,2,0.0,1.0,0.0,36.0,0.0,0.0,0.0
519,39,4,15,78,1,118.0,0.0,0.0,24.0,0.0,1.0,0.0
520,60,3,35,80,1,0.0,0.0,0.0,5.0,0.0,1.0,0.0
521,31,2,5,115,1,101.0,0.0,0.0,13.0,1.0,1.0,0.0
522,34,1,8,82,2,251.0,0.0,0.0,27.0,0.0,1.0,0.0
523,38,2,14,74,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
524,41,3,16,70,3,0.0,0.0,0.0,5.0,1.0,0.0,0.0
525,28,3,4,81,1,276.0,0.0,0.0,15.0,0.0,1.0,0.0
526,58,4,34,149,2,0.0,0.0,1.0,72.0,1.0,1.0,1.0
527,31,2,1,51,3,0.0,0.0,0.0,17.5,0.0,0.0,0.0
528,30,3,4,39,2,0.0,0.0,0.0,11.0,0.0,1.0,0.0
529,53,3,29,98,2,0.0,0.0,0.0,18.0,0.0,0.0,0.0
530,58,4,33,45,1,0.0,0.0,0.0,21.0,1.0,1.0,0.0
531,59,4,32,49,2,0.0,0.0,0.0,25.0,0.0,1.0,0.0
532,49,2,25,128,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
533,59,3,34,42,1,0.0,1.0,1.0,15.0,1.0,0.0,0.0
534,59,1,35,18,3,0.0,0.0,0.0,12.0,0.0,1.0,0.0
535,51,2,25,31,3,161.0,0.0,0.0,4.0,1.0,1.0,0.0
536,35,3,11,58,1,149.0,0.0,0.0,20.0,1.0,1.0,0.0
537,33,1,9,48,3,0.0,0.0,0.0,21.0,1.0,0.0,0.0
538,25,4,1,54,1,0.0,0.0,0.0,16.0,1.0,1.0,0.0
539,49,2,23,70,2,0.0,0.0,0.0,15.0,0.0,0.0,0.0
540,59,1,35,124,1,0.0,0.0,0.0,74.0,1.0,0.0,0.0
541,46,1,19,84,2,0.0,0.0,0.0,26.7,1.0,1.0,0.0
542,50,4,25,83,3,188.0,0.0,0.0,36.0,0.0,1.0,0.0
543,52,2,28,163,1,116.0,0.0,0.0,4.0,0.0,1.0,0.0
544,48,3,22,42,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
545,46,2,22,118,1,0.0,0.0,1.0,75.0,1.0,1.0,0.0
546,26,3,0,132,3,0.0,0.0,0.0,65.0,1.0,0.0,1.0
547,57,1,32,24,1,0.0,0.0,0.0,13.0,1.0,1.0,0.0
548,60,2,36,22,1,0.0,1.0,1.0,10.0,1.0,1.0,0.0
549,54,4,29,58,3,0.0,0.0,0.0,13.0,0.0,0.0,0.0
550,24,4,0,60,1,0.0,0.0,0.0,16.0,0.0,1.0,0.0
551,26,4,0,15,1,0.0,0.0,0.0,4.0,1.0,0.0,0.0
552,41,4,17,83,1,0.0,0.0,0.0,26.7,1.0,1.0,0.0
553,32,2,6,79,3,0.0,0.0,0.0,15.0,1.0,1.0,0.0
554,61,4,35,41,2,0.0,1.0,0.0,17.0,0.0,1.0,0.0
555,29,4,0,134,3,0.0,0.0,0.0,65.0,0.0,0.0,1.0
556,61,2,35,80,1,0.0,0.0,0.0,28.0,0.0,1.0,0.0
557,38,1,12,52,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0
558,28,4,4,70,1,0.0,0.0,0.0,26.0,0.0,1.0,0.0
559,53,2,27,92,1,0.0,1.0,0.0,11.0,0.0,0.0,0.0
560,27,1,1,43,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
561,25,3,1,21,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
562,33,3,9,23,3,0.0,0.0,0.0,9.0,1.0,1.0,0.0
563,50,4,26,13,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0
564,27,4,1,112,3,0.0,0.0,0.0,21.0,1.0,0.0,0.0
565,27,2,1,138,1,0.0,0.0,0.0,20.0,0.0,1.0,0.0
566,52,3,28,11,1,0.0,1.0,0.0,4.0,0.0,0.0,0.0
567,38,2,13,171,1,0.0,0.0,0.0,78.0,0.0,1.0,0.0
568,58,4,34,42,1,0.0,0.0,0.0,15.0,1.0,1.0,0.0
569,42,2,17,168,2,0.0,0.0,0.0,79.0,0.0,1.0,1.0
570,45,4,20,85,2,0.0,1.0,0.0,11.0,0.0,1.0,0.0
571,52,3,25,44,2,135.0,0.0,0.0,10.0,0.0,1.0,0.0
572,29,4,3,65,2,244.0,0.0,0.0,18.0,0.0,0.0,0.0
573,53,4,29,24,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0
574,62,1,37,11,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
575,51,2,27,38,3,164.0,0.0,0.0,10.0,0.0,1.0,0.0
576,36,4,12,10,2,81.0,0.0,0.0,7.0,0.0,0.0,0.0
577,24,1,0,135,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
578,29,3,3,148,1,0.0,0.0,0.0,41.0,0.0,1.0,1.0
579,52,2,26,63,2,0.0,1.0,0.0,15.0,0.0,1.0,0.0
580,39,1,14,115,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
581,48,1,23,45,1,0.0,0.0,0.0,3.0,1.0,1.0,0.0
582,46,3,21,159,3,315.0,0.0,0.0,19.0,0.0,1.0,1.0
583,64,2,40,169,1,122.0,0.0,0.0,21.0,0.0,1.0,0.0
584,55,2,29,112,1,0.0,0.0,0.0,14.0,0.0,1.0,0.0
585,60,1,36,93,1,0.0,0.0,0.0,43.0,0.0,1.0,0.0
586,51,1,25,29,3,140.0,0.0,0.0,3.0,0.0,0.0,0.0
587,50,1,23,85,2,0.0,0.0,0.0,26.7,0.0,1.0,0.0
588,48,4,24,21,1,0.0,0.0,0.0,6.0,1.0,1.0,0.0
589,53,2,29,144,1,0.0,0.0,0.0,68.0,0.0,1.0,0.0
590,34,4,10,13,1,95.0,1.0,0.0,10.0,0.0,1.0,0.0
591,48,1,24,165,1,0.0,0.0,0.0,50.0,1.0,0.0,0.0
592,55,4,31,9,1,89.0,0.0,0.0,7.0,0.0,1.0,0.0
593,27,4,3,59,1,90.0,1.0,0.0,0.0,0.0,1.0,0.0
594,36,1,11,158,3,0.0,0.0,1.0,51.0,1.0,1.0,1.0
595,32,1,6,29,3,0.0,0.0,0.0,19.0,1.0,1.0,0.0
596,35,2,9,20,3,0.0,0.0,0.0,14.0,1.0,1.0,0.0
597,30,4,3,68,2,0.0,0.0,0.0,20.0,0.0,1.0,0.0
598,58,4,34,65,1,0.0,0.0,0.0,22.0,0.0,1.0,0.0
599,56,2,31,61,2,105.0,0.0,0.0,19.0,0.0,0.0,0.0
600,38,4,12,91,2,100.0,0.0,0.0,14.0,1.0,0.0,0.0
601,49,1,25,31,1,0.0,1.0,0.0,10.0,0.0,1.0,0.0
602,34,4,10,71,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
603,40,4,16,73,1,0.0,0.0,0.0,26.7,1.0,1.0,0.0
604,64,4,39,172,1,282.0,0.0,1.0,31.0,1.0,1.0,1.0
606,44,1,18,55,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0
607,46,2,22,69,1,209.0,0.0,0.0,17.0,0.0,0.0,0.0
608,57,1,33,155,1,0.0,0.0,0.0,74.0,0.0,1.0,0.0
609,54,1,28,94,2,0.0,0.0,0.0,19.0,0.0,0.0,0.0
610,38,2,14,92,1,249.0,0.0,0.0,0.0,1.0,1.0,0.0
611,27,2,3,125,1,0.0,0.0,0.0,6.0,0.0,0.0,0.0
612,39,3,14,74,1,0.0,0.0,0.0,30.0,0.0,0.0,0.0
613,44,3,20,72,3,0.0,0.0,0.0,3.0,0.0,1.0,0.0
614,56,1,30,61,3,0.0,0.0,0.0,22.0,1.0,1.0,0.0
615,32,2,6,25,1,0.0,0.0,0.0,3.0,1.0,0.0,0.0
616,45,2,19,83,2,0.0,0.0,0.0,17.0,0.0,1.0,0.0
617,26,3,2,104,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0
618,55,3,25,41,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
619,52,4,27,58,3,91.0,0.0,0.0,18.0,0.0,0.0,0.0
620,39,1,13,93,3,0.0,0.0,0.0,15.0,1.0,0.0,0.0
621,24,2,0,39,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
622,47,2,23,148,1,0.0,0.0,1.0,75.0,1.0,1.0,0.0
623,47,4,22,53,3,98.0,1.0,1.0,19.0,1.0,0.0,0.0
624,48,2,24,71,1,145.0,0.0,0.0,17.0,1.0,0.0,0.0
625,47,1,22,92,2,0.0,0.0,0.0,28.0,0.0,1.0,0.0
626,35,4,10,61,3,0.0,0.0,0.0,21.0,0.0,1.0,0.0
627,46,3,19,38,2,135.0,0.0,0.0,25.0,0.0,0.0,0.0
628,62,4,37,58,1,0.0,0.0,0.0,17.0,0.0,1.0,0.0
629,26,1,1,80,2,150.0,0.0,0.0,8.0,0.0,0.0,0.0
630,38,4,8,71,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
631,43,3,18,89,3,0.0,0.0,0.0,5.0,1.0,1.0,0.0
632,62,1,38,83,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
633,57,3,32,28,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0
634,28,4,3,52,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
635,51,1,26,70,1,169.0,0.0,0.0,12.0,0.0,0.0,0.0
636,48,1,22,71,3,0.0,0.0,0.0,14.0,1.0,0.0,0.0
637,41,1,16,75,3,280.0,0.0,0.0,37.0,0.0,0.0,0.0
638,65,3,39,170,3,99.0,0.0,1.0,79.0,0.0,1.0,1.0
639,41,4,17,78,1,78.0,0.0,0.0,8.0,0.0,1.0,0.0
640,35,2,11,25,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
641,38,2,14,60,3,0.0,0.0,0.0,6.0,1.0,1.0,0.0
642,53,4,29,120,2,111.0,1.0,1.0,27.0,0.0,1.0,1.0
643,55,2,29,99,1,264.0,0.0,0.0,14.0,1.0,1.0,0.0
644,26,3,1,55,3,113.0,0.0,0.0,26.0,1.0,0.0,0.0
645,30,3,6,29,2,117.0,0.0,0.0,10.0,0.0,0.0,0.0
646,54,2,28,170,2,325.0,0.0,0.0,62.0,0.0,1.0,1.0
647,65,3,40,53,1,0.0,0.0,0.0,22.0,1.0,0.0,0.0
649,65,3,41,134,3,121.0,0.0,0.0,39.0,0.0,1.0,1.0
650,66,2,40,42,3,138.0,0.0,0.0,7.0,1.0,0.0,0.0
651,26,4,0,99,3,0.0,0.0,0.0,23.0,1.0,0.0,0.0
652,66,3,41,18,1,0.0,0.0,0.0,5.0,1.0,0.0,0.0
653,35,4,9,24,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0
654,56,1,30,55,1,77.0,0.0,0.0,14.0,0.0,1.0,0.0
655,51,1,27,58,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
656,42,2,16,111,3,251.0,0.0,0.0,12.0,0.0,1.0,1.0
657,49,1,23,33,3,0.0,0.0,1.0,3.0,1.0,1.0,0.0
658,27,4,1,74,2,112.0,0.0,0.0,18.0,1.0,1.0,0.0
659,45,2,19,38,1,0.0,0.0,0.0,7.0,0.0,0.0,0.0
660,49,4,23,23,3,98.0,1.0,0.0,6.0,0.0,0.0,0.0
661,63,2,38,61,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
662,47,1,22,81,1,138.0,0.0,0.0,29.0,0.0,0.0,0.0
663,64,1,39,129,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
664,43,1,13,33,3,0.0,0.0,0.0,7.5,0.0,0.0,0.0
665,60,4,36,63,1,0.0,0.0,0.0,22.0,0.0,1.0,0.0
666,40,4,14,70,2,0.0,0.0,0.0,14.0,0.0,1.0,0.0
667,29,4,3,45,1,158.0,0.0,0.0,2.0,1.0,1.0,0.0
668,41,3,16,65,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
669,30,4,5,74,1,0.0,1.0,0.0,22.0,1.0,0.0,0.0
670,49,4,24,50,3,0.0,1.0,0.0,18.0,0.0,0.0,0.0
671,30,4,5,22,3,109.0,0.0,0.0,5.0,0.0,1.0,0.0
672,29,4,2,30,3,0.0,0.0,0.0,10.0,0.0,0.0,0.0
673,50,4,26,21,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0
674,39,2,14,155,1,0.0,0.0,0.0,39.0,0.0,1.0,0.0
675,33,4,8,64,3,164.0,0.0,0.0,21.0,0.0,1.0,0.0
676,57,4,31,65,3,0.0,0.0,0.0,26.0,1.0,0.0,0.0
677,34,4,9,71,3,0.0,0.0,0.0,7.0,0.0,1.0,0.0
678,61,3,36,40,2,0.0,1.0,0.0,5.0,0.0,1.0,0.0
679,44,3,19,69,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
680,40,3,13,69,2,0.0,0.0,0.0,23.3,0.0,0.0,0.0
681,51,3,25,45,2,131.0,0.0,0.0,6.0,0.0,1.0,0.0
682,37,3,12,62,2,0.0,0.0,0.0,7.0,1.0,0.0,0.0
683,44,2,19,172,3,391.0,1.0,1.0,43.0,0.0,1.0,1.0
684,42,3,15,24,2,0.0,0.0,0.0,10.0,1.0,1.0,0.0
685,51,1,25,80,1,0.0,0.0,0.0,49.0,0.0,0.0,0.0
686,43,3,16,8,2,88.0,0.0,0.0,6.7,0.0,1.0,0.0
687,30,4,5,38,1,129.0,0.0,0.0,8.0,1.0,1.0,0.0
688,45,4,19,93,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0
689,35,1,9,55,1,0.0,0.0,0.0,20.0,0.0,1.0,0.0
690,60,2,34,64,3,0.0,0.0,0.0,17.0,1.0,0.0,0.0
691,34,1,9,122,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
692,55,3,25,70,3,0.0,0.0,0.0,14.0,0.0,1.0,0.0
693,43,2,19,81,1,0.0,0.0,0.0,32.0,0.0,0.0,0.0
694,41,1,15,159,3,0.0,0.0,1.0,55.0,0.0,1.0,1.0
695,34,4,9,70,1,0.0,1.0,0.0,13.0,0.0,0.0,0.0
696,65,2,39,150,1,196.0,0.0,0.0,69.0,0.0,0.0,0.0
697,45,2,21,152,1,0.0,0.0,0.0,75.0,0.0,1.0,0.0
698,49,4,25,195,1,617.0,0.0,0.0,30.0,0.0,0.0,1.0
699,48,1,23,22,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
700,60,1,35,22,1,123.0,0.0,0.0,13.0,0.0,1.0,0.0
701,55,3,29,79,1,0.0,0.0,0.0,8.0,1.0,1.0,0.0
702,42,1,18,33,3,0.0,0.0,0.0,14.0,0.0,1.0,0.0
703,32,2,8,128,1,0.0,0.0,1.0,43.3,1.0,1.0,0.0
704,62,1,38,91,1,0.0,1.0,0.0,38.0,0.0,1.0,0.0
705,57,4,32,39,1,0.0,0.0,0.0,9.0,1.0,1.0,0.0
706,52,1,26,121,1,167.0,0.0,0.0,73.0,0.0,1.0,0.0
707,36,1,6,21,3,0.0,1.0,0.0,6.7,0.0,1.0,0.0
708,34,3,9,41,1,0.0,0.0,0.0,23.0,1.0,0.0,0.0
709,63,2,37,45,3,0.0,0.0,0.0,7.0,0.0,1.0,0.0
710,24,3,0,51,3,0.0,0.0,0.0,3.0,0.0,1.0,0.0
711,57,1,31,165,2,0.0,0.0,0.0,16.0,0.0,1.0,1.0
712,40,2,16,119,2,0.0,0.0,0.0,42.0,0.0,1.0,1.0
713,27,4,2,110,3,190.0,0.0,0.0,18.0,0.0,1.0,0.0
714,65,3,39,20,2,0.0,0.0,0.0,7.0,1.0,0.0,0.0
715,60,1,34,64,2,248.0,0.0,0.0,8.0,0.0,0.0,0.0
716,44,3,20,101,2,82.0,0.0,0.0,44.0,0.0,0.0,1.0
717,63,1,39,101,1,0.0,1.0,1.0,39.0,0.0,1.0,1.0
718,59,1,34,99,1,0.0,0.0,0.0,44.0,0.0,0.0,1.0
719,56,4,30,158,1,0.0,0.0,0.0,61.0,0.0,0.0,1.0
720,54,1,28,89,2,0.0,0.0,0.0,19.0,1.0,1.0,0.0
721,52,1,27,80,3,0.0,0.0,1.0,13.0,1.0,1.0,0.0
722,58,2,32,114,1,402.0,0.0,0.0,20.0,0.0,1.0,0.0
723,60,3,35,49,2,0.0,0.0,0.0,5.0,1.0,1.0,0.0
724,28,1,4,191,1,0.0,0.0,0.0,63.3,0.0,1.0,0.0
725,54,4,30,78,2,0.0,0.0,0.0,10.0,0.0,1.0,0.0
726,32,3,6,28,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
727,59,1,33,42,2,0.0,0.0,0.0,8.0,0.0,1.0,0.0
728,63,1,38,140,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0
729,48,1,23,45,2,0.0,0.0,0.0,13.0,0.0,1.0,0.0
730,56,2,32,122,1,360.0,0.0,1.0,3.0,1.0,1.0,0.0
731,36,3,12,65,2,0.0,0.0,0.0,26.0,0.0,1.0,0.0
732,57,1,27,68,3,0.0,0.0,0.0,14.0,0.0,1.0,0.0
733,29,2,3,153,1,392.0,0.0,0.0,20.0,0.0,0.0,0.0
734,39,4,13,89,2,0.0,0.0,0.0,14.0,0.0,0.0,0.0
735,59,1,34,91,1,0.0,0.0,0.0,26.0,1.0,1.0,0.0
736,31,4,6,55,2,185.0,0.0,0.0,20.0,0.0,1.0,0.0
737,43,2,19,118,1,0.0,0.0,0.0,33.0,1.0,0.0,0.0
